text,verb,explanation,madarian,romen,ro_correct,hanzi,han_correct,page,description,toggle
bisbille,sf,(Ètre toujour en),总是有小口角，小争吵,zang zang tsou’ nao,zang zang tsou’ nao’,常常做鬧,,75,,TRUE
biscuit,sm,(pain durci),干硬的面包,keu mié’ ’ping,,乾麵餅,,75,,TRUE
biscuit,sm,(pain durci),干硬的面包,keu mé deû,,乾饅頭,,75,,TRUE
bise,sf,,北风,pôh fong,,北風,,75,,TRUE
biseau,sm,(Tranchant en),,zia,,斜,,75,,TRUE
bismuth,sm,(Tranchant en),,zia tsié deû,,斜尖頭,,75,,TRUE
bismuth,sm,,铋,pieh,,鉍,,75,,TRUE
bissac,sm,,褡裢,tèh lié,,褡褳,,75,,TRUE
bissac,sm,,褡裢,sao’ ’mô ’tse,,袑榪子,,75,待定,TRUE
bitume,sm,,沥青；沥青路,lih ts‘ing,,瀝青,,75,,TRUE
bivouaquer,vn,,露营，宿营,ts‘èh yeng ’la nga’ deû,tsèh yeng ’la nga’ deû,扎營拉外頭,,75,,TRUE
bizarre,adj,,奇怪的，稀奇古怪的,’kou koa’,,古怪,,75,,TRUE
bizarre,adj,,奇怪的，稀奇古怪的,hi ghi ’kou koa’,,稀奇古怪,,75,,TRUE
blafard,adj,,灰白的，苍白的；微弱的，暗淡的,gneuh bah,,月白,,75,,TRUE
blafard,adj,,灰白的，苍白的；微弱的，暗淡的,dè’ bah,,淡白,,75,,TRUE
blague,sf,- à tabac,烟袋,yè dai’ ,yé dai’ ,烟袋,,75,,TRUE
blague,sf,- à tabac,烟袋,yé wou pao,,烟荷包,,75,,TRUE
blague,sf,Plaisanterie,开玩笑的话，大话，谎话,waong lôh ts‘ié ’kaong,,妄碌千講,,75,待定,TRUE
blaireau,sm,,獾,tse heu,tse h‘eu,猪貛,,75,,TRUE
blaireau,sm,,獾,’keû heu,’keû h‘eu,狗貛,,75,,TRUE
blâmable,adj,,应受责备的，应受指责的,yeng’ kai (tsah bei’) tseh vèh,,應該（責備）責罰,,75,,TRUE
blâmer,va,,责备，指责,ma yeu’,,埋怨,,75,,TRUE
blâmer,va,,责备，指责,tsah bei’,,責備,,75,,TRUE
blanc,sm,,白色,bah,,白,,75,,TRUE
blanc,sm,,白色,bah ngè seh,,白顔色,,75,,TRUE
blanc,sm,- de céruse,铅白；白铅粉,k‘è ’fen,,鉛粉,,75,,TRUE
blanc,sm,- d'Espagne,白垩粉,’t‘ou ’fen,,土粉,,75,,TRUE
blanc,sm,- d'Espagne,白垩粉,bah zah ’fen,,白石粉,,75,,TRUE
blanc,sm,- d'œuf,蛋白,dè’ bah,,蛋白,,75,,TRUE
blanc,adj,,白的,bah ke’,,白个,,75,,TRUE
blanc,adj,Race blanche,白种的,bah mié’ ’k‘ong gnen,,白面孔人,,75,,TRUE
blanc,adj,Devernir -.Grisonner,变花白,lou h‘ouo bah,,蘆花白,,75,,TRUE
blanc,adj,Devernir -.Grisonner,变花白,h‘ouo,,花,,75,,TRUE
blanc,adj,Propre (Linge -),清洁的，干净的（衣服）,keu zing’,,乾净,,75,,TRUE
blanc,adj,Passer une nuit blanche.,度过不眠之夜,ih ya’ k‘oen véh k‘i’,ih ya’ k‘oen’ véh k‘i’,一夜睏勿去,,75,,TRUE
blanchâtre,adj,,近白色的，微白的,ts‘ao’ seh,,糙色,,75,,TRUE
blancheur,sf,,白色,bah ngè seh,,白顔色,,75,,TRUE
blanchir,va,- de la toile,漂白-布,p‘iao’ bah pou’,,漂白布,,75,,TRUE
blanchir,va,- du linge,漂白-织物，衣服,zing’ bah,,净白,,75,,TRUE
blanchir,va,- un mur,粉刷-墙,’fen ziang,,粉墻,,75,,TRUE
blanchir,va,- un mur,粉刷-墙,séh bah,,刷白,,75,,TRUE
blanchir,va,- un mur,粉刷-墙,zeû bah’,zeû bah,揉白,,75,印刷錯誤,TRUE
blanchir,vn,Devernir blanc,变白,fèh bah,,發白,,76,,TRUE
blanchir,vn,Devernir blanc,变白,pié’ bah,,變白,,76,,TRUE
blanchisseur,sm,,洗衣工人,zing’ i zaong ke’,,净衣裳个,,76,,TRUE
blanchisserie,sf,,洗衣作，洗衣房，洗衣店,zing’ i zaong tsoh,,净衣裳作,,76,,TRUE
blasé,adj,,麻木的，腻烦的，厌倦的,yé’ vè,,厭煩,,76,,TRUE
blasphémer,vn,(C.),说亵渎神明的话，说辱骂宗教的话,wo’ ling zôh t‘ié ’tsu ke’ seh wo’,,話凌辱天主个説話,,76,不大寫,TRUE
blasphémer,vn,,说亵渎神明的话，说辱骂宗教的话,mô’ t‘ié ’tsu ,,駡天主,,76,,TRUE
blasphémer,vn,(Pa),说亵渎神明的话,mô’ t‘ié tseû’ di’,,駡天咒地,,76,,TRUE
blatte,sf,,蟑螂,t‘eû yeû ’bou,t‘eû yeû bou,偷油婆,,76,待定,TRUE
blé,sm,,小麦,mah,,麥,,76,,TRUE
blé,sm,,小麦,mah ’tse,,麥子,,76,,TRUE
blé,sm,,小麦,’siao mah,,小麥,,76,,TRUE
blé,sm,- de Turquie,玉米,tsen tsu (pah ’tse) ’mi,,珍珠（百子）米,,76,,TRUE
blé,sm,- noir,荞麦,ghiao mah,,蕎麥,,76,,TRUE
blé,sm,- en herbe,小麦的青苗,mah miao,,麥苗,,76,,TRUE
blême,adj,- et desséché,脸色苍白（而且消瘦）,mié’ ’k‘ong bah ’liao ’liao,mié’ ’k‘ong bah liao liao,面孔白䩍䩍,,76,待定,TRUE
blême,adj,- et desséché,脸色苍白（而且消瘦）,mié’ waong ki seû’,,面黄肌瘦,,76,,TRUE
blêmir,vn,,变成灰白；变得苍白,pié’ lai kèh ’liao ’se bah,pié’ lai kèh liao ’se bah,變來夾䩍水白,,76,,TRUE
blêmir,vn,,变成灰白；变得苍白,pié’ lai waong bi tèh sèh,,變來黄皮搭殺,,76,待定,TRUE
blessant,,Dire des paroles -es,说伤人的话,wo’ teh zu’ biéh gnen ke’ seh wo’,,話得罪别人个説話,,76,,TRUE
blessant,,Dire des paroles -es,说伤人的话,’za gnen k‘i’ ke’ seh wo’,,惹人氣个说话,,76,,TRUE
blesser,va,,使受伤，打伤,saong,,傷,,76,,TRUE
blessure,sf,,伤，伤口,saong ts‘u’,,傷處,,76,,TRUE
blesser,va. Fig.,,得罪,teh zu’,,得罪,,76,,TRUE
blesser,va. Fig.,,得罪,ts‘oh vè’,ts‘ôh vè’,觸犯,,76,待定 犯聲調,TRUE
blesser,va. Fig.,,得罪,’taong mié’ ling zôh,,當面凌辱,,76,,TRUE
blesser,va,- les convenances,违反礼节，失礼,séh ’li,,失禮,,76,,TRUE
blesser,va,- les convenances,违反礼节，失礼,séh kieng’,,失敬,,76,,TRUE
blesser,vr,Se -  et Blessé pp.,受伤,zeû’ saong,,受傷,,76,待定 受聲調,TRUE
blesser,vr,Se -  et Blessé pp.,受伤,saong,,傷,,76,,TRUE
Blessé,pp,Payer les frais de traitement d'un blessé,支付治疗受伤人员的费用,ts‘éh ’yang saong fi,ts‘éh ’yang saong fi’,出養傷費,,76,,TRUE
blet,adj,,过分熟的，熟得快烂的（水果）,’gneu zôh,,軟熟,,76,,TRUE
bleu,adj,,蓝,lè,,藍,,76,,TRUE
bleu,adj,Très -,深蓝，蔚蓝,zong lè,’zong lè,重藍,,76,,TRUE
bleu,adj,- d'azur,天蓝,t‘ié ts‘ing,,天青,,76,,TRUE
bleu,adj,- ardoisé,青石板色的,ts‘ing ke’,,青个,,76,,TRUE
bleu,adj,- clair,淡蓝；浅蓝,gneuh (ts‘ié) lè,gneuh (’ts‘ié) lè,月（淺）藍,,76,,TRUE
bleu,adj,- foncé,深蓝,zao (sen) lè,,潮（深）藍,,76,,TRUE
bleu,adj,Contes -s,海外奇谈，瞎扯的故事,’kiu wo’,,鬼話,,76,,TRUE
bleu,adj,Contes -s,海外奇谈，瞎扯的故事,ts‘è maong ,,剷茫,？？,76,待定,TRUE
bleuâtre,adj,,近蓝色的，带青色的,pieh pou sang ts‘ing,,碧波生清,,76,,TRUE
bleuir,vn,,使成青色，使成蓝色,fèh lè,,發藍,,76,,TRUE
bleuir,vn,,使成青色，使成蓝色,pié’ lè,,變藍,,76,,TRUE
bloc,sm,Amas ,大块，堆,ih k‘oei’,,一塊,,76,,TRUE
bloc,sm,Amas ,大块，堆,ih tei,,一堆,,76,,TRUE
bloc,sm,En -,全部，所有,t‘ong ts‘a,t‘ong ’ts‘a,通扯,,76,,TRUE
bloc,sm,En -,全部，所有,k‘ié ts‘a,k‘ié ’ts‘a,牽扯,,76,,TRUE
bloc,sm,En -,全部，所有,t‘ong(ki’) seu’,,通（計）算,,76,,TRUE
bloc,sm,En -,全部，所有,seu’ ’long ’tsong ih zi,,算攏總一齊,,76,,TRUE
bloc,sm,En -,全部，所有,ih t‘èh koèh tse,,一踏括之,一？括之,76,待定,TRUE
blocus,sm,(Faire le),（实施）封锁,wei zu’,,圍住,,76,,TRUE
blond,adj,,金黄色，金栗色,dè’ waong,,淡黄,,77,,TRUE
blousé,pp. vr.,et Se Blouser ,,zaong’ taong,zaong’ taong’,上當,,77,,TRUE
blousé,pp. vr.,et Se Blouser ,,long’ ts‘ouo ’tsé,,弄差者,,77,,TRUE
bluette,sf,Étincelle,火花，火星,’h‘ou sing [ih ke’],,火星[一个],,77,,TRUE
bluter,va,,过筛，筛（面粉等）,’tang mié’,,打麵,,77,,TRUE
blutoir,sm,,筛子,’tang lou zu,,打羅厨,,77,,TRUE
boa,sm,,蟒蛇,’maong [ih diao],,蟒[一條],,77,,TRUE
bobèche,sf,,烛台的托盘,lèh dai laong’ ts‘en’ bé,,蠟台上襯盤,,77,保留簡體,TRUE
bobine,sf,,卷筒，筒管，绕线管,kieng souo dong ’koé,,經紗筒管,,77,,TRUE
bocage,sm,,小树林,’siao zu’ yeu,,小樹園,,77,,TRUE
bocal,sm,,短颈大口瓶，广口瓶,pou li bing,,玻璃瓶,,77,,TRUE
bocal,sm,,短颈大口瓶，广口瓶,pou li koé’ deû,,玻璃罐頭,,77,,TRUE
bœuf,sm,,牛,"gneû [ih tsah,ih diao]",,牛[一隻，一條],,77,,TRUE
bœuf,sm,,牛,waong gneû,,黄牛,,77,,TRUE
bœuf,sm,Garder les -s,放牛，看牛,k‘eu gneû,,看牛,,77,,TRUE
boire,va,,喝，饮,’yen,,飲,,77,,TRUE
boire,va,,喝，饮,k‘ieh,,吃,,77,,TRUE
boire,va,,喝，饮,hèh,h‘èh,嗑,,77,待定,TRUE
bois,sm,,木材，木料，木头,moh deû,,木頭,,77,,TRUE
bois,sm,- de charpente,建筑用的木材,moh liao’,,木料,,77,,TRUE
bois,sm,- à brûler,烧火用的木柴,moh (zu’) za,,木（樹）柴,,77,,TRUE
bois,sm,- fendu,劈开的木头,p‘ih za,,劈柴,,77,,TRUE
bois,sm,Réunion d'arbres,树林,zu’ lin,,樹林,,77,,TRUE
bois,sm,- du cerf,雄鹿的角,lôh koh,,鹿角,,77,,TRUE
boiser,va,,在…植树，在…造林,’tsong zu’ moh,,種樹木,,77,,TRUE
boiser,va,,在…植树，在…造林,tsai bé zu’ lin,,栽培樹林,,77,特殊,TRUE
boiserie,sf,,细木护壁板，墙裙,wou’ pieh ’pè,,護壁板,,77,,TRUE
boisseau,sm,(10 litres 31),斗,’teû,,斗,,77,,TRUE
boisseau,sm,10 -x,十斗,ih zah,,一石,,77,,TRUE
boisson,sf,(Adonné a la),嗜酒,’tsieû dou,,酒徒,,77,,TRUE
boisson,sf,(Adonné a la),嗜酒,’tsieû ’kiu,,酒鬼,,77,,TRUE
boîte,sf,,盒，箱，匣,hèh ’tse,,匣子,,77,,TRUE
boîte,sf,,盒，箱，匣,siang ’tse,,箱子,,77,,TRUE
boîte,sf,,盒，箱，匣,long,,籠,,77,,TRUE
boîte,sf,- pour le transport des vivres,运送食物的箱子；饭盒,’h‘ou zeh lè,,伙食籃,,77,,TRUE
boîte,sf,- à musique,音乐盒，八音盒,pèh yen ghien,,八音琴,,77,,TRUE
boîte,sf,- d'artillerie chinoise,,’h‘ou p‘ao’,,火炮,,77,,TRUE
boîte,sf,- d'artillerie chinoise,,di p‘ao’,,提炮,,77,,TRUE
boiter,vn,boiteux sm.,蹒跚，跛行,zéh kiah,,踅脚,,77,,TRUE
boiter,vn,boiteux sm.,蹒跚，跛行,zéh lai zéh k‘i’,,踅來踅去,,77,,TRUE
boiter,vn,boiteux sm.,蹒跚，跛行,goa lai goa k‘i’,,瘤來瘤去,？來？去,77,待定,TRUE
bol,sm,Tasse,碗,’wé,,碗,,77,,TRUE
bol,sm,Tasse,碗,kong ’wé,,宫碗,,77,,TRUE
bol,sm,Pilule,丸药，丸剂,wé yah,,丸藥,,77,,TRUE
bombance,sf,(Faire),大吃一顿，大吃大喝,’tsieû tsu’ vè’ ’pao,,酒醉飯飽,,77,,TRUE
bombe,sf,,炸弹；炮弹,si kouo p‘ao’,,西瓜炮,,77,,TRUE
bombe,sf,,炸弹；炮弹,loh di’ k‘ai h‘ouo,,落地開花,,77,,TRUE
bombé,pp,,凸起的，鼓起的,tsou’ lai wè wè neng,,做来灣灣能,做来？？能,77,,TRUE
bomber,vn,,使凸起，使鼓起,p‘ao p‘ao neng,,泡泡能,？？能,77,待定,TRUE
bomber,vn,,使凸起，使鼓起,mé deû sin ’k‘i,,饅頭心起,,77,,TRUE
bon,adj,,好的，良好的,’h‘ao,,好,,77,,TRUE
bon,adj,,好的，良好的,’h‘ao ke’,,好个,,77,,TRUE
bon,adj,Bienveillant,宽厚的；亲切的,tsong heû’,,忠厚,,77,,TRUE
bon,adj,Doux,温柔的，温和的,liang zé’,,良善,,77,,TRUE
bon,adj,Mosieur est bien -,先生人很好,sié sang ze’ ai’ gnen lai ’ya ke’,,先生是愛人來野个,,77,,TRUE
bon,adj,- à manger,很好吃,’h‘ao k‘ieh ke’,,好吃个,,77,,TRUE
bon,adj,- à boire,很好喝,k‘ieh teh ke’,,吃得个,,78,,TRUE
bon,adj,- à boire,很好喝,hèh teh ke’,h‘èh teh ke’,嗑得个,,78,呷 待定,TRUE
bon,adj,- à brûler,擅长烧,sao teh ke’,,燒得个,,78,,TRUE
bon,adj,- à (faire qqch.),擅长做,zé’ yu...,,善於…,,78,,TRUE
bon,adj,- à rien [personne],（人）一无所长,m neng ’keu,m neng keu’,無能幹,,78,,TRUE
bon,adj,- à rien [personne],（人）一无所长,m zai zing,,無才情,嘸才情,78,,TRUE
bon,adj,- à rien [personne],（人）一无所长,véh tsong’ yong’,,勿中用,,78,,TRUE
bon,adj,- à rien [personne],（人）一无所长,’pen ze’ ih tié m teh ke’,’pen ze’ ih ’tié m teh ke’,本事一點没得个,本事一點嘸得个,78,,TRUE
bon,adj,- à rien [personne],（人）一无所长,ih wou ’k‘o ’ts‘u,,一無可取,,78,,TRUE
bon,adj,- à rien [chose],不起作用,m sa’ yong’ deû ke’,,無啥用頭个,嘸啥用頭个,78,,TRUE
bon,adj,- à rien [chose],不起作用,ze’ ’toh t‘eh fou’,ze’ toh t‘éh fou’,是搗脱貨,是厾脱貨,78,印刷錯誤,TRUE
bon,adj,Sentir -,闻起来很香,hiang hiang k‘i’ mi’,,香香氣味,,78,,TRUE
bon,adj,Coûter -,价格昂贵,kiu’ ka’,,貴價,,78,,TRUE
bon,adj,Tout de -,真的，当真,zaong’ tsen tsang,zaong’ tsen tsang’,上真仗,,78,待定,TRUE
bon,adj,Tout de -,真的，当真,taong’ tsen,,當真,,78,,TRUE
bon,adj,Tout de -,真的，当真,’kou zé,,果然,,78,,TRUE
bon,adj,A quoi -,有什么用?何必呢?,wou pih,,何必,,78,,TRUE
bon,adj,A quoi -,有什么用?何必呢?,wou ’k‘ou tse teh,,何苦之得,,78,,TRUE
bon,adj,Bon! interj,好！,’h‘ao,,好,,78,,TRUE
bonasse,adj,,憨厚的，过分老实的,t‘eh ’lao zéh,,忒老實,,78,,TRUE
bonasse,adj,,憨厚的，过分老实的,’mong ’tong,,懵懂,,78,,TRUE
bonbon,sm,(dragées),糖果,yang daong,,洋糖,,78,,TRUE
bonbon,sm,(dragées),糖果,daong zeh,,糖食,,78,,TRUE
bonbonnnière,sf,,糖果盒,daong zeh hèh ’tse,,糖食匣子,,78,,TRUE
bonbonne,sf,d'huile,油瓮，油瓶,yeû ’leû,,油簍,,78,待定,TRUE
bond,sm,,跳，跳跃,zè’,,瀺,？,78,,TRUE
bond,sm,Par -s et par sauts,,zè’ ’k‘i lai,,瀺起来,？起來,78,待定,TRUE
bond,sm,Par -s et par sauts,,ih t‘iao ih t‘iao,ih t‘iao’ ih tt‘iao’,一跳一跳,,78,,TRUE
bonde,sf,bondon sm.,塞子，木塞,seh deû,,塞頭,,78,,TRUE
bonde,sf,bondon sm.,塞子，木塞,gneu moh tsen,’gneu moh tsen,軟木椹,,78,,TRUE
bondir,vn,,跳，跳跃,t‘iao’,,跳,,78,,TRUE
bondir,vn,,跳，跳跃,t‘iao’ ’k‘i lai,,跳起來,,78,,TRUE
bondir,vn,La bête a bondi de frayeur,牲畜吓得跳了起来,sang’ k‘eû hah lai ih t‘iao’,sang ’k‘eû h‘ah lai ih t‘iao’,牲口嚇來一跳,,78,,TRUE
bondonner,va,,用塞子塞（木桶）,nao seh deû lai seh ih seh,,拿塞頭來塞一塞,,78,,TRUE
bondonner,va,,用塞子塞（木桶）,tè seh deû lai seh ’la,,担塞頭來塞拉,,78,,TRUE
bonheur,sm,,幸运，福气,foh loh,foh lôh,福禄,,78,,TRUE
bonheur,sm,,幸运，福气,foh ven’,,福分,,78,,TRUE
bonheur,sm,,幸运，福气,foh k‘i’,,福氣,,78,,TRUE
bonheur,sm,bonne fortune,幸运，福气,zao’ h‘ouo’,,造化,,78,,TRUE
bonheur,sm,c'est un grand -,这是一种大福气,di’ ke’ ze’ dou’ zao’ h‘ouo’,,第个是大造化,,78,,TRUE
bonheur,sm,Par - loc.adv.,幸而，幸亏,kiao yeng’,’kiao yeng’,僥幸,,78,,TRUE
bonheur,sm,,幸而，幸亏,hèh h‘ao,h‘èh ’h‘ao,恰好,,78,,TRUE
bonheur,sm,,幸而，幸亏,ts‘eû’ ’k‘iao,,凑巧,,78,,TRUE
bonheur,sm,,幸而，幸亏,yeng’ k‘oei,,幸虧,,78,,TRUE
bonhomme,sm,Homme simple,老好人，,’lao zéh gnen,,老實人,,78,,TRUE
bonhomme,sm,Homme simple,单纯老实的人,’lao zéh deû,,老實頭,,78,,TRUE
bonhomme,sm,- âgé,老人,’lao deû ’tse,,老頭子,,78,,TRUE
boni,sm,[Avoir du],（有）盈余,tou zè zah,tou ’zè zah,多賺着,,78,,TRUE
bonjour et Bonsoir,sm,,早安，日安；下午好，晚安,’ts‘ing eu,,請安,,78,,TRUE
bonjour et Bonsoir,sm,,早安，日安；下午好，晚安,maong’ maong,maong’ maong’,望望,,78,變調,TRUE
bonjour et Bonsoir,sm,,早安，日安；下午好，晚安,ih hiang’ ’h‘ao,,一向好,,78,,TRUE
bonjour et Bonsoir,sm,,早安，日安；下午好，晚安,’h‘ao ’la va’,,好拉否,,78,,TRUE
bonne,sf,d'enfants,（孩子的）保姆,ah ’ma,ah ma,阿媽,,78,,TRUE
bonne,sf,d'enfants,（孩子的）保姆,ah bou,,阿婆,,78,,TRUE
bonne,sf,Domestique,仆人，佣人,o deû,,丫頭,,78,,TRUE
bonnement,adj,,老实地，直率地,’lao ’lao zéh zéh ke’,,老老實實个,,78,,TRUE
bonnement,adj,À la bonne,不拘客套地，不客气地，,véh tsou’ k‘ah,,勿做客,,78,,TRUE
bonnement,adj,À la bonne,不拘客套地，不客气地，,ts‘ong ts‘ong yong yong ke’,,從從容容个,,78,,TRUE
bonnet,sm,,无边软帽，便帽,mao’ ’tse,,帽子,,79,,TRUE
bonnet,sm,,无边软帽，便帽,tsèh deû,,縶頭,,79,,TRUE
bonnet,sm,- de cérémonie des prêtres (C.),牧师礼仪帽,tsi’ kien,,祭巾,,79,,TRUE
bonnet,sm,- des femmes,女式无檐小便帽,mao’ ’tse,,帽子,,79,,TRUE
bonnet,sm,- des femmes,女式无檐小便帽,tsao kiun t‘ao’,,昭君套,,79,,TRUE
bonté,sf,,善良，仁慈,ai’ zing,,愛情,,79,,TRUE
bonté,sf,,善良，仁慈,’h‘ao sin,,好心,,79,,TRUE
bonté,sf,,善良，仁慈,liang zé’,,良善,,79,,TRUE
bonté,sf,(Polit) Veuillez avoir la - de,,vè lao nong’,,煩勞儂,,79,,TRUE
bonté,sf,(Polit) Veuillez avoir la - de,,fi’ nong’ sin,,費儂心,,79,,TRUE
bonté,sf,(Polit) Veuillez avoir la - de,,sa’ dou nong’,sa dou nong’,衰瘏儂,,79,,TRUE
bonté,sf,C'est trop de - (m. - à - m.),,t‘eh vè lao ’tsé,,忒煩勞者,,79,,TRUE
bonté,sf,C'est trop de - (m. - à - m.),,t‘eh fi’ sin ’tsé,,忒費心者,,79,,TRUE
bonté,sf,c'est une tranche de bon cœur,这是一片好心,di’ ke’ ze’ ih p‘ié’ ’h‘ao sin,,第个是一片好心,,79,,TRUE
bonze,sm,bouddhiste,和尚，佛教徒,wou zaong’,,和尚,,79,,TRUE
bonze,sm,bouddhiste,和尚，佛教徒,seh’ ka,seh ka,釋家,,79,印刷錯誤,TRUE
bonze,sm,bouddhiste,和尚，佛教徒,se t‘a’,,師太,,79,,TRUE
bonze,sm,bouddhiste,和尚，佛教徒,’lao se t‘a’,,老師太,,79,,TRUE
bonze,sm,- taoïste,道士,dao’ ze’,,道士,,79,,TRUE
bonze,sm,Se faire -,出家,ts‘éh ka,,出家,,79,,TRUE
bonze,sm,Nom de -,法名,fèh ming,,法名,,79,,TRUE
bonze,sm,Habit de cérémonie des -s,袈裟,ka souo,,袈裟,,79,,TRUE
bonzesse,sf,bouddhiste,尼姑,gni kou,,尼姑,,79,,TRUE
bonzesse,sf,bouddhiste,尼姑,’gnu seng,,女僧,,79,,TRUE
bonzesse,sf,bouddhiste,尼姑,se kou,,師姑,,79,,TRUE
bonzesse,sf,- taoïste,道姑,dao’ seng,,道僧,,79,,TRUE
bonzerie,sf,,寺院，庙,ze’ yeu’,,寺院,,79,,TRUE
bonzerie,sf,,寺院，庙,miao’ é ,,廟庵,,79,,TRUE
bonzerie,sf,,寺院，庙,é,,庵,,79,,TRUE
bonzerie,sf,Chef d'une,住持，方丈,’lao wou zaong’,,老和尚,,79,字形,TRUE
bonzerie,sf,Chef d'une,住持，方丈,dou’ wou zaong’,,大和尚,,79,,TRUE
bonzerie,sf,Chef d'une,住持，方丈,faong zang,faong zang’,方丈,,79,,TRUE
Borax,sm,,硼砂,bang souo,,硼砂,,79,,TRUE
borborygme,sm,,肠鸣音，腹鸣,dou’ ’li koh loh koh loh ’hiang,dou’ ’li kôh lôh kôh lôh ’hiang,肚裏榖碌榖碌响,,79,待定 保留簡體,TRUE
bord,sm,d'un objet,（物体的）边，边缘,pié deû,,邊頭,,79,,TRUE
bord,sm,- d'un cours d'eau,（河流的）边缘，河岸,ngeu’,,岸,,79,,TRUE
bord,sm,- d'un cours d'eau,（河流的）边缘，河岸,wou pié,,河邊,,79,,TRUE
bordée,sf,Lâcher une -,舷炮齐射,faong’ ih ba p‘ao’,,放一排炮,,79,,TRUE
bordée,sf,Tirer une - [marine],作曲折航行[航海],’ts‘iang fong,,搶風,戧風,79,,TRUE
bordée,sf,Lancer des -s d'injures,一阵大骂，骂出一连串骂人话,ih zang ling zôh,,一場凌辱,,79,,TRUE
bordée,sf,Lancer des -s d'injures,一阵大骂，骂出一连串骂人话,’mé ’k‘eû mô gnen,’mé ’k‘eû mô’ gnen,滿口駡人,,79,,TRUE
border,va,un vêtement,给衣服镶边,koen diao,,緄條,,79,待定,TRUE
border,va,un vêtement,给衣服镶边,tsiao pié,,䘯邊,,79,待定,TRUE
border,va,un vêtement,给衣服镶边,siang pié,,鑲邊,,79,,TRUE
bordereau,sm,,清单，细账,tè ’tse,,單子[一張],,79,,TRUE
bordure,sf,,边，边缘,pié ,,邊,,79,,TRUE
bordure,sf,,边，边缘,pié deû,,邊頭,,79,,TRUE
boréal,adj,(Pôle),北极的,pôh ghieh,,北極,,79,,TRUE
borgne,adj. et sm.,,独眼的（人），一只眼瞎的（人）,ih ’tsah ’ngè,ih tsah ’ngè,一隻眼,,79,印刷錯誤,TRUE
borgne,adj. et sm.,,独眼的（人），一只眼瞎的（人）,dôh long,,獨龍,,79,,TRUE
borne,sf,de propriété,（地产的）界石，界标,ka’ zah,,界石,,79,,TRUE
borne,sf,de propriété,（地产的）界石，界标,ka’ yè’,,界限,,79,,TRUE
borne,sf,de propriété,（地产的）界石，界标,kiang ka’,,疆界,,79,,TRUE
borne,sf,- milliaire,里程碑，里程石,lou’ ba,,路牌,,79,,TRUE
borne,sf,- de pays,国界，地区边界,pié ka’,,邊界,,79,,TRUE
borne,sf. Fig.,Dépasser les -s,过分,kou ven ,kou’ ven’ ,過分,,79,,TRUE
borne,sf. Fig.,Dépasser les -s,过分,kou ka’,kou’ ka’,過界,,79,,TRUE
borné,adj,,有界限的，有限的,’yeû yè’ ke’,,有限个,,79,,TRUE
borné,adj,,有界限的，有限的,’yeû ka’ ke’,,有界个,,79,,TRUE
borné,adj. Fig.,,智力有限的，知识狭隘的，迟钝的,’siao kié’ seh ,,小見識,,80,,TRUE
borné,adj. Fig.,,智力有限的，知识狭隘的，迟钝的,ts‘ié kié,’ts‘ié kié’,淺見,,80,,TRUE
borné,adj. Fig.,,智力有限的，知识狭隘的，迟钝的,ming ngou’ ts‘ié,ming ngou’ ’ts‘ié,明悟淺,,80,,TRUE
borner,va,(une propriété),（为地产）立界石，划界,wah kiang ka’,,劃疆界,,80,,TRUE
borner,va,(une propriété),（为地产）立界石，划界,lih ka’ zah,,立界石,,80,,TRUE
borner,va,Se - à (faire telle chose),限于，仅仅（做了某事）,péh kou’,,不過,,80,,TRUE
borner,va,Se - à (faire telle chose),限于，仅仅（做了某事）,tè tè,,單單,,80,,TRUE
