vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
东搭黄浦西搭海(東搭黃浦西搭海),[空],②海阔天空地胡扯[例句暂无](②海闊天空地胡扯[例句暫無]),[例句暂无]([例句暫無]),ton53 taeq31 vaon13 phu53 si53 taeq31 he44(ɗoŋ53 ɗæʔ31 βɒ̃13 pʰu53 si53 ɗæʔ31 he44),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
东头勿着西头着(東頭勿著西頭著),[空],东方不亮西方亮[例句暂无](東方不亮西方亮[例句暫無]),[例句暂无]([例句暫無]),ton35 deu53 ueq4 zaq4 si35 deu53 zaq2(ɗoŋ35 dɯ53 uəʔ4 zaʔ4 si35 dɯ53 zaʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧(軋),[空],❶拥挤：[例句:庙会人蛮～个。 ](❶擁擠：[例句:廟會人蠻～個。]),庙会人蛮～个。(廟會人蠻～個。),gaeq2(gæʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧(軋),[空],❷挤：[例句:公交车人忒多，我～勿上。 ](❷擠：[例句:公交車人忒多，我～勿上。]),公交车人忒多，我～勿上。(公交車人忒多，我～勿上。),gaeq2(gæʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧(軋),[空],❸参加，插入：[例句:～闹猛。 ](❸參加，插入：[例句:～鬧猛。]),～闹猛。(～鬧猛。),gaeq2(gæʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧(軋),[空],❹结交：[例句:～朋友。 ](❹結交：[例句:～朋友。]),～朋友。(～朋友。),gaeq2(gæʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧(軋),[空],❺核对：[例句:～账。 ](❺核對：[例句:～賬。]),～账。(～賬。),gaeq2(gæʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧(軋),[空],❻估测：[例句:～苗头。 ](❻估測：[例句:～苗頭。]),～苗头。(～苗頭。),gaeq2(gæʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧(軋),[空],❼碾压：[例句:～米。 ](❼碾壓：[例句:～米。]),～米。(～米。),gaeq2(gæʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧稻(軋稻),[空],<农事>用机器收稻。 [例句暂无](<農事>用機器收稻。[例句暫無]),[例句暂无]([例句暫無]),gaeq1 dau23(gæʔ1 dɔ23),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧米(軋米),[空],<农事>碾米。 [例句暂无](<農事>碾米。[例句暫無]),[例句暂无]([例句暫無]),gaeq1 mi23(gæʔ1 mi23),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧谷(軋穀),[空],<农事>碾米。浦东[例句暂无](<農事>碾米。浦東[例句暫無]),[例句暂无]([例句暫無]),gaeq koq(gæʔ2 koʔ3),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧稻机(軋稻機),[空],脱粒机。 [例句暂无](脫粒機。[例句暫無]),[例句暂无]([例句暫無]),gaeq dau ci(ɡæʔ2 dɔ53 ci21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧杂食(軋雜食),[空],<日常生活>吃零食。 [例句暂无](<日常生活>吃零食。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 zeq2 zeoq2(gæʔ2 zəʔ2 zʌʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧钗(軋釵),[空],发夹[例句暂无](髮夾[例句暫無]),[例句暂无]([例句暫無]),gaeq2 tsho53(gæʔ2 tsʰo53),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧剪(軋剪),[空],<器具>理发推子。 [例句暂无](<器具>理髮推子。[例句暫無]),[例句暂无]([例句暫無]),gaeq1 tsi23(gæʔ1 tsi23),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧刀(軋刀),[空],<器具>理发推子。 [例句暂无](<器具>理髮推子。[例句暫無]),[例句暂无]([例句暫無]),gaeq1 tau24(gæʔ1 ɗɔ24),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧龙桩(軋龍樁),[空],一人做龙桩，其余人排队后从一边用力向他挤去，被挤出就算输，再换另外一人做龙桩，重新开始游戏。 [例句暂无](一人做龍樁，其餘人排隊後從一邊用力向他擠去，被擠出就算輸，再換另外一人做龍樁，重新開始遊戲。[例句暫無]),[例句暂无]([例句暫無]),gaeq lon tsaon(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧马脚(軋馬腳),[空],下棋时，放子与马前，阻止马前进。 [例句暂无](下棋時，放子與馬前，阻止馬前進。[例句暫無]),[例句暂无]([例句暫無]),gaeq mo ciaq(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧头寸(軋頭寸),[空],<商业交通>做账、拉平收支。 [例句暂无](<商業交通>做賬、拉平收支。[例句暫無]),[例句暂无]([例句暫無]),gaeq1 deu22 tshen23(gæʔ1 dɯ22 tsʰəŋ23),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧账(軋賬),[空],<商业交通>做账、拉平收支。 [例句暂无](<商業交通>做賬、拉平收支。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 tsan24(gæʔ2 tsæ̃24),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧头店(軋頭店),[空],<商业交通>理发店。 [例句暂无](<商業交通>理髮店。[例句暫無]),[例句暂无]([例句暫無]),gaeq1 deu11 ti24(gæʔ1 dɯ11 ɗi24),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧朋友(軋朋友),[空],<风俗>①交朋友[例句暂无](<風俗>①交朋友[例句暫無]),[例句暂无]([例句暫無]),gaeq2 ban55 yeu53(gæʔ2 bæ̃55 ɦiɯ53),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧朋友(軋朋友),[空],<风俗>②谈恋爱[例句暂无](<風俗>②談戀愛[例句暫無]),[例句暂无]([例句暫無]),gaeq2 ban55 yeu53(gæʔ2 bæ̃55 ɦiɯ53),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧塌饼(軋塌餅),[空],<俗语>喻许多人挤在一起[例句暂无](<俗語>喻許多人擠在一起[例句暫無]),[例句暂无]([例句暫無]),gaeq2 thaeq2 pin22(gæʔ2 tʰæʔ2 ɓiŋ22),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧姘头(軋姘頭),[空],<俗语>已婚男女搞不正当男女关系。 [例句暂无](<俗語>已婚男女搞不正當男女關係。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 phin55 deu31(gæʔ2 pʰiŋ55 dɯ31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧头发(軋頭髮),[空],剃头。 [例句暂无](剃頭。[例句暫無]),[例句暂无]([例句暫無]),gaeq deu faeq(gæʔ2 dɯ53 ɸæʔ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧头(軋頭),[空],剃头。 [例句暂无](剃頭。[例句暫無]),[例句暂无]([例句暫無]),gaeq deu (gæʔ2 dɯ53),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧头师傅(軋頭師傅),[空],<人品职业>理发师。 [例句暂无](<人品職業>理髮師。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 deu34 sy22 vu44(gæʔ2 dɯ34 sɿ22 βu44),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧白滩(軋白灘),[空],<动词>聊天，闲谈。松江方言。 [例句暂无](<動詞>聊天，閒談。松江方言。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 baq5 thae53(gæʔ2 baʔ5 tʰɛ53),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧闹猛(軋鬧猛),[空],<动词>凑热闹。 [例句暂无](<動詞>湊熱鬧。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 nau55 man31(gæʔ2 nɔ55 mæ̃31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧脚(軋腳),[空],冲突。 [例句暂无](衝突。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 ciaq2(gæʔ2 ciaʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧脚(軋腳),[空],事物出现重复[例句暂无](事物出現重複[例句暫無]),[例句暂无]([例句暫無]),gaeq2 ciaq2(gæʔ2 ciaʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧辣(軋辣),[空],<副词>总是，肯定。 [例句暂无](<副詞>總是，肯定。[例句暫無]),[例句暂无]([例句暫無]),gaq1 laq2(gaʔ1 laʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧扁头(軋扁頭),[空],不好处理，左右为难，多方不讨好。 [例句暂无](不好處理，左右為難，多方不討好。[例句暫無]),[例句暂无]([例句暫無]),gaeq pi deu(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧一脚(軋一腳),[空],<动词>介入，插手，插足，凑热闹。 [例句暂无](<動詞>介入，插手，插足，湊熱鬧。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 iq2 ciaq2(gæʔ2 iɪʔ2 ciaʔ2),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧勿拢(軋勿攏),[空],①帐目收支核算不平衡。 [例句暂无](①帳目收支核算不平衡。[例句暫無]),[例句暂无]([例句暫無]),gaeq ueq lon(gæʔ4 uəʔ22 loŋ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧勿拢(軋勿攏),[空],②人与人关系不融洽。 [例句暂无](②人與人關係不融洽。[例句暫無]),[例句暂无]([例句暫無]),gaeq ueq lon(gæʔ4 uəʔ22 loŋ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧苗头(軋苗頭),[空],<动词>指看别人脸色、心情、喜好以及事情发展趋势来见机行事。 [例句暂无](<動詞>指看別人臉色、心情、喜好以及事情發展趨勢來見機行事。[例句暫無]),[例句暂无]([例句暫無]),gaeq1 miau22 deu23(gæʔ1 miɔ22 dɯ23),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧淘(軋淘),[空],跟人来往交际。 [例句暂无](跟人來往交際。[例句暫無]),[例句暂无]([例句暫無]),gaeq2 dau53(gæʔ2 dɔ53),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧淘轧堆(軋淘軋堆),[空],拉帮结派，一般指小青年结交一些不太正派的朋友。 [例句暂无](拉幫結派，一般指小青年結交一些不太正派的朋友。[例句暫無]),[例句暂无]([例句暫無]),gaeq dau gaeq te(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧淘轧地(軋淘軋地),[空],交朋友。 [例句暂无](交朋友。[例句暫無]),[例句暂无]([例句暫無]),gaeq dau gaeq di(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧忙头里(軋忙頭裏),[空],正在忙碌紧张之诗，引申指关键时刻[例句:～髈牵筋](正在忙碌緊張之詩，引申指關鍵時刻[例句:～髈牽筋]),～髈牵筋(～髈牽筋),gaeq2 maon55 deu55 li31(gæʔ2 mɒ̃55 dɯ55 li31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
轧忙头里髈牵筋(軋忙頭裏髈牽筋),[空],正在忙碌的时候有人打岔[例句暂无](正在忙碌的時候有人打岔[例句暫無]),[例句暂无]([例句暫無]),gaeq2 maon55 deu55 li31 phaon33 chi55 cin31(gæʔ2 mɒ̃55 dɯ55 li31 pʰɒ̃33 cʰi55 ciŋ31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
卧铺(臥鋪),[空],[暂无][例句暂无]([暫無][例句暫無]),[例句暂无]([例句暫無]),ngu phu(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
事体(事體),[空],<人品职业>事情。 [例句暂无](<人品職業>事情。[例句暫無]),[例句暂无]([例句暫無]),zy22 thi44(zɿ22 tʰi44),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
事件(事件),[空],鸡鸭等禽类内脏作食物时的总称。 [例句暂无](雞鴨等禽類內臟作食物時的總稱。[例句暫無]),[例句暂无]([例句暫無]),zy22 ji22(zɿ22 ɟi22),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
刺(刺),[空],蜇[例句暂无](蜇[例句暫無]),[例句暂无]([例句暫無]),tshy35(tsʰɿ35),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
刺毛绢头(刺毛絹頭),[空],<衣服穿戴>手绢大小的毛巾。青浦方言。 [例句暂无](<衣服穿戴>手絹大小的毛巾。青浦方言。[例句暫無]),[例句暂无]([例句暫無]),tshy44 mau44 cioe44 deu21(tsʰɿ44 mɔ44 cyø44 dɯ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两(兩),[空],虚指：[例句:迭～日我身体勿适意，勿出去了。 ](虛指：[例句:迭～日我身體勿適意，勿出去了。]),迭～日我身体勿适意，勿出去了。(迭～日我身體勿適意，勿出去了。),lian(liæ̃22),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两年(兩年),[空],往年，历年。 [例句暂无](往年，歷年。[例句暫無]),[例句暂无]([例句暫無]),lian22 gni22(liæ̃22 ɲi22),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两爿裤(兩爿褲),[空],见【开裆裤】。 [例句暂无](見【開襠褲】。[例句暫無]),[例句暂无]([例句暫無]),lian bae khu(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两脚车(兩腳車),[空],<商业交通>步行的戏称。 [例句暂无](<商業交通>步行的戲稱。[例句暫無]),[例句暂无]([例句暫無]),lian22 ciaq5 tsho21(liæ̃22 ciaʔ5 tsʰo21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两勿依(兩勿依),[空],买卖双方各让一些价，以促成交易。 [例句暂无](買賣雙方各讓一些價，以促成交易。[例句暫無]),[例句暂无]([例句暫無]),lian ueq i(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两扯扯(兩扯扯),[空],<动词>买卖双方互作让步以求成交。 [例句暂无](<動詞>買賣雙方互作讓步以求成交。[例句暫無]),[例句暂无]([例句暫無]),lian22 tsha55 tsha21(liæ̃22 tsʰɑ55 tsʰɑ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两借借(兩借借),[空],<动词>买卖双方互作让步以求成交。 [例句暂无](<動詞>買賣雙方互作讓步以求成交。[例句暫無]),[例句暂无]([例句暫無]),lian22 tshai55 tsia21(liæ̃22 tsʰɑi55 tsiɑ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两脚蚌(兩腳蚌),[空],詈语，骂成年女人。 [例句暂无](詈語，罵成年女人。[例句暫無]),[例句暂无]([例句暫無]),lian ciaq ban(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两横头(兩橫頭),[空],<方位词>两边。 [例句暂无](<方位詞>兩邊。[例句暫無]),[例句暂无]([例句暫無]),lian22 van55 deu21(liæ̃22 βæ̃55 dɯ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两头(兩頭),[空],<方位词>两边。 [例句暂无](<方位詞>兩邊。[例句暫無]),[例句暂无]([例句暫無]),lian22 deu34(liæ̃22 dɯ34),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两壗边(兩壗邊),[空],<方位词>两边。 [例句暂无](<方位詞>兩邊。[例句暫無]),[例句暂无]([例句暫無]),lian22 hae55 pi31(liæ̃22 hɛ55 ɓi31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两头进水(兩頭進水),[空],指两相得利。 [例句暂无](指兩相得利。[例句暫無]),[例句暂无]([例句暫無]),lian22 deu55 tsin33 sy31(liæ̃22 dɯ55 tsiŋ33 sɿ31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两头进水(兩頭進水),[空],得到两笔好处[例句暂无](得到兩筆好處[例句暫無]),[例句暂无]([例句暫無]),lian22 deu55 tsin33 sy31(liæ̃22 dɯ55 tsiŋ33 sɿ31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两气生(兩氣生),[空],①不一样，不合套。 [例句暂无](①不一樣，不合套。[例句暫無]),[例句暂无]([例句暫無]),lian chi san(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两气生(兩氣生),[空],②分开。 [例句暂无](②分開。[例句暫無]),[例句暂无]([例句暫無]),lian chi san(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两面蹲(兩面蹲),[空],近年来才有的婚居模式，男女双方婚后两边居住。不分娶进或者入赘，多为独生子女。可不置办礼金嫁妆，两家都摆酒水。 [例句暂无](近年來纔有的婚居模式，男女雙方婚後兩邊居住。不分娶進或者入贅，多為獨生子女。可不置辦禮金嫁妝，兩家都擺酒水。[例句暫無]),[例句暂无]([例句暫無]),lian mi ten(liæ̃22 mi55 ɗəŋ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两头蹲(兩頭蹲),[空],近年来才有的婚居模式，男女双方婚后两边居住。不分娶进或者入赘，多为独生子女。可不置办礼金嫁妆，两家都摆酒水。 [例句暂无](近年來纔有的婚居模式，男女雙方婚後兩邊居住。不分娶進或者入贅，多為獨生子女。可不置辦禮金嫁妝，兩家都擺酒水。[例句暫無]),[例句暂无]([例句暫無]),lian deu ten(liæ̃22 dɯ55 ɗəŋ21),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两埭半(兩埭半),[空],隐语，指坟田。 [例句暂无](隱語，指墳田。[例句暫無]),[例句暂无]([例句暫無]),lian da pe(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两样(兩樣),[空],不一样。 [例句暂无](不一樣。[例句暫無]),[例句暂无]([例句暫無]),lian yan(liæ̃22 ɦiæ̃34),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两来缠(兩來纏),[空],两方面因素。 [例句暂无](兩方面因素。[例句暫無]),[例句暂无]([例句暫無]),lian le ze(IPA暂无),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两来船(兩來船),[空],两全其美。船本字当为全。 [例句暂无](兩全其美。船本字當為全。[例句暫無]),[例句暂无]([例句暫無]),lian22 lae55 ze31(liæ̃22 lɛ55 ze31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
两层布(兩層布),[空],布衫加外套[例句暂无](布衫加外套[例句暫無]),[例句暂无]([例句暫無]),lian22 zen55 pu31(liæ̃22 zəŋ55 ɓu31),[空],上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
